,id,BurnDate,BurnYear,fireRisk,x,y,risk,date,clusters,start_date,end_date,duration,img_id,areakm2_BA,nbr__p25_variance_p25,nbr__p25_variance_p5,nbr__p25_variance_p50,nbr__p25_variance_p75,nbr__p25_variance_p95,nbr__p25_variance_p99,nbr__p50_variance_p25,nbr__p50_variance_p5,nbr__p50_variance_p50,nbr__p50_variance_p75,nbr__p50_variance_p95,nbr__p50_variance_p99,nbr__p5_variance_p25,nbr__p5_variance_p5,nbr__p5_variance_p50,nbr__p5_variance_p75,nbr__p5_variance_p95,nbr__p5_variance_p99,nbr__p75_variance_p25,nbr__p75_variance_p5,nbr__p75_variance_p50,nbr__p75_variance_p75,nbr__p75_variance_p95,nbr__p75_variance_p99,nbr__p95_variance_p25,nbr__p95_variance_p5,nbr__p95_variance_p50,nbr__p95_variance_p75,nbr__p95_variance_p95,nbr__p95_variance_p99,nbr__p99_variance_p25,nbr__p99_variance_p5,nbr__p99_variance_p50,nbr__p99_variance_p75,nbr__p99_variance_p95,nbr__p99_variance_p99,25_variance_p25,25_variance_p5,25_variance_p50,25_variance_p75,25_variance_p95,25_variance_p99,50_variance_p25,50_variance_p5,50_variance_p50,50_variance_p75,50_variance_p95,50_variance_p99,5_variance_p25,5_variance_p5,5_variance_p50,5_variance_p75,5_variance_p95,5_variance_p99,75_variance_p25,75_variance_p5,75_variance_p50,75_variance_p75,75_variance_p95,75_variance_p99,95_variance_p25,95_variance_p5,95_variance_p50,95_variance_p75,95_variance_p95,95_variance_p99,99_variance_p25,99_variance_p5,99_variance_p50,99_variance_p75,99_variance_p95,99_variance_p99
883647.0,883647.0,229,2020,7692.0,29.645526885986328,-29.22332000732422,Extreme,2020-08-16,405,2020-08-16,2020-08-23,8,LC08_169080_20200821,306.8409847019165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005235100554605815,0.0005235100554605815,0.0005235100554605815,0.004805370840420561,0.03220906844813763,0.06930645739466211,0.00047861020479732664,0.00047861020479732664,0.00047861020479732664,0.0028024926607613933,0.028305303130267627,0.06343753554265147,0.0005333411705892685,0.0005333411705892685,0.0005333411705892685,0.004807715120658354,0.0341673853121867,0.06931027183440792,0.0004693624863006394,0.0004693624863006394,0.0004693624863006394,0.0028032041810223903,0.03026767421212847,0.06932294356920284,0.0004708231693224568,0.0004708231693224568,0.0004708231693224568,0.002803728663635661,0.03221883756119348,0.06931884353391735,0.00047083817885913297,0.00047083817885913297,0.00047083817885913297,0.00280373135791211,0.032218843432235085,0.06931921869621231
977737.0,977737.0,219,2020,7692.0,31.868858337402344,-28.886451721191406,Extreme,2020-08-06,477,2020-08-04,2020-08-08,5,LC08_167080_20200807,2.6635949584865184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010744951711599912,0.0009319354286634931,0.08495571498151609,0.16698634995151665,0.24316209090930965,0.2939403401192154,0.006787387389686401,0.0010823903501020762,0.08496968253969082,0.131833496857347,0.19823185182663647,0.24510444574291856,0.01074630718796235,0.0009284167273856986,0.08300837433496189,0.1669893799629002,0.2431625828216048,0.293938855475575,0.022456950493326945,0.0011443268500842564,0.11035775183943801,0.16112862065031525,0.2353475917219172,0.2939404623598517,0.022457343712634026,0.001150913154109552,0.1142647434807765,0.16503878973374014,0.23729409752213582,0.29590230149294927,0.0224573299011251,0.0011509272268070147,0.11426468497276991,0.16503870399517565,0.23729409752213582,0.29590230149294927
184520.0,184520.0,220,2020,6555.0,20.49618530273437,-28.695558547973636,Low,2020-08-07,493,2020-08-05,2020-08-17,13,LC08_175080_20200815,4.097176023437498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00041165053361587713,0.00041165053361587713,0.0033975279928556397,0.014157660046831638,0.03759352787664178,0.05320872878799431,0.0002783503529800996,0.0002783503529800996,0.0002783503529800996,0.0073155788871175275,0.03368424409824821,0.05029067816487618,0.0004188371689841067,0.0004188371689841067,0.0033976557481846816,0.014157057329284163,0.03759426460561781,0.05320863642149422,0.00022002700734842458,0.00022002700734842458,0.00022002700734842458,0.007316199735364482,0.03368707361195287,0.05125521097769376,0.0003556441301222532,0.0003556441301222532,0.0003556441301222532,0.00679690530836306,0.03416811270424515,0.05172769329320538,0.0003556413579423792,0.0003556413579423792,0.0003556413579423792,0.006796898890929788,0.03416811270424515,0.05172769329320538
130095.0,130095.0,224,2020,7805.0,24.80585289001465,-28.729246139526367,High,2020-08-11,495,2020-08-02,2020-08-13,12,LC08_172080_20200810,28.580686839843608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0008387188172832722,0.0008387188172832722,0.0008387188172832722,0.0056532086829190545,0.02526696044427843,0.040847363061740305,0.0005405228901803162,0.0005405228901803162,0.0005405228901803162,0.0005405228901803162,0.005483530556207734,0.013398470153314324,0.00084060156109406,0.00084060156109406,0.00084060156109406,0.005660232645421135,0.02527375669190576,0.040858359584502714,0.00029095181894702463,0.00029095181894702463,0.00029095181894702463,0.00029095181894702463,0.00029095181894702463,0.017502099234443895,0.00029463849739346496,0.00029463849739346496,0.00029463849739346496,0.00029463849739346496,0.00029463849739346496,0.01750080187328096,0.00029464087013181424,0.00029464087013181424,0.00029464087013181424,0.00029464087013181424,0.00029464087013181424,0.017501038893909176
612043.0,612043.0,217,2020,7692.0,30.056507110595703,-28.33623313903809,Extreme,2020-08-04,534,2020-08-04,2020-08-13,10,LC08_169079_20200805,486.6154837935219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006419380311082183,0.0006419380311082183,0.0006419380311082183,0.002779436167215647,0.020472388243825728,0.05368659675603801,0.00062938758923338,0.00062938758923338,0.00062938758923338,0.0027539609393255815,0.01264787988750824,0.04785278970298117,0.0006461255234049584,0.0006461255234049584,0.0006461255234049584,0.0047977024335070255,0.022434685121495018,0.05368672226853416,0.0006506522542050415,0.0006506522542050415,0.0006506522542050415,0.0006506522542050415,0.01461224383245318,0.05565790031685381,0.0006541528161345846,0.0006541528161345846,0.0006541528161345846,0.0006541528161345846,0.014614665245858301,0.05761611068608632,0.0006541611865255038,0.0006541611865255038,0.0006541611865255038,0.0006541611865255038,0.01461468413977769,0.05761607028791801
984835.0,984835.0,236,2020,7692.0,30.4248161315918,-28.396869659423828,Extreme,2020-08-23,551,2020-08-20,2020-08-27,8,LC08_169079_20200821,250.937157969179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005444905821638351,0.0005444905821638351,0.0005444905821638351,0.002792948498191973,0.02439081304050367,0.059568793055249446,0.0004441521991550191,0.0004441521991550191,0.0004441521991550191,0.0027756159420692767,0.02048439849600154,0.05563763159482073,0.0005594557739570499,0.0005594557739570499,0.0005594557739570499,0.00480516963818082,0.02438816335820175,0.059564608442441054,0.0004157220161888363,0.0004157220161888363,0.0004157220161888363,0.002779039455795827,0.02243941016750586,0.06151291658938591,0.00041692646825198653,0.00041692646825198653,0.00041692646825198653,0.0027793888592840803,0.02243864881104339,0.06151312055470065,0.0004169370672896986,0.0004169370672896986,0.0004169370672896986,0.002779386704976092,0.0224385906409068,0.06151338678657513
361682.0,361682.0,228,2020,7692.0,32.18775939941406,-28.47097969055176,Extreme,2020-08-15,604,2020-08-15,2020-08-24,10,LC08_167080_20200823,15.84677772708336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012697710165614388,0.0028805055321508306,0.030254390816442565,0.11035834690287373,0.1767525327612234,0.22557065087145578,0.008776174922493357,0.0012186490128618223,0.03612194859834026,0.1162168151256454,0.17870109367035017,0.22557239589262137,0.012702818556811855,0.002884056176730817,0.03025311191930845,0.10840580536454232,0.17675084465104643,0.22556444985855367,0.020501505207159473,0.0012029948289118807,0.10449215863993067,0.1552705729539228,0.2236201436180918,0.2724348599542108,0.02245702674804649,0.0012010426864660613,0.11231142804770808,0.16113181623986644,0.22557881932656618,0.2743930878981379,0.022457037347136666,0.0012010539840031516,0.11231146976183082,0.16113187030794193,0.2255788831155658,0.274392891555139
680610.0,680610.0,225,2020,7805.0,25.120264053344727,-28.030805587768555,High,2020-08-12,617,2020-08-07,2020-08-16,10,LC08_172079_20200810,17.423344920036747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00082231650555838,0.00082231650555838,0.00082231650555838,0.00082231650555838,0.013501722887056427,0.04481989054409024,0.0006739874959321107,0.0006739874959321107,0.0006739874959321107,0.0006739874959321107,0.005308768968247004,0.025322282889345658,0.000832853414385971,0.000832853414385971,0.000832853414385971,0.000832853414385971,0.013506730721817885,0.04482871594453951,0.000605732809918191,0.000605732809918191,0.000605732809918191,0.000605732809918191,0.005317573638109081,0.025286832475687495,0.0006111591833117594,0.0006111591833117594,0.0006111591833117594,0.0006111591833117594,0.005320250876960409,0.025296015176927897,0.0006111622279399886,0.0006111622279399886,0.0006111622279399886,0.0006111622279399886,0.005320264984413766,0.025296015176927897
374628.0,374628.0,215,2020,7805.0,26.59799194335937,-28.172290802001957,High,2020-08-02,619,2020-08-02,2020-08-04,3,LC08_171079_20200803,16.84051592968751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006090605361253203,0.0006090605361253203,0.0006090605361253203,0.002755669108918079,0.008715649250199848,0.02243105747788067,0.0005391222425696895,0.0005391222425696895,0.0005391222425696895,0.0005391222425696895,0.0047201326549241186,0.022449651235291572,0.0006133457639786619,0.0006133457639786619,0.0006133457639786619,0.0027559095090177376,0.008717296487593739,0.022432542854484882,0.0008032858174268835,0.0008032858174268835,0.0008032858174268835,0.0008032858174268835,0.005294161237258383,0.0253235225376279,0.0008072310475616172,0.0008072310475616172,0.0008072310475616172,0.0008072310475616172,0.005295796877727212,0.025323116320612016,0.0008072341540144106,0.0008072341540144106,0.0008072341540144106,0.0008072341540144106,0.005295796070882149,0.025323116320612016
56265.0,56265.0,224,2020,7692.0,28.32500457763672,-28.259876251220703,Extreme,2020-08-11,625,2020-08-04,2020-08-18,15,LC08_170079_20200812,99.69414217100213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006424805844428695,0.0006424805844428695,0.0006424805844428695,0.002761441544223866,0.016568370938919524,0.05564407190919069,0.0005306638549789458,0.0005306638549789458,0.0005306638549789458,0.0027702927600116514,0.012651943219044467,0.03805759420014023,0.0006461698384495722,0.0006461698384495722,0.0006461698384495722,0.0027613168321783087,0.01656717547525993,0.05563750082406605,0.0005225009916649794,0.0005225009916649794,0.0005225009916649794,0.002773799883123495,0.012649352296527404,0.03806473271525898,0.0005239410217002322,0.0005239410217002322,0.0005239410217002322,0.00277415985986161,0.012648670015069412,0.03806234116045225,0.0005239456247873657,0.0005239456247873657,0.0005239456247873657,0.002774159915100688,0.01264865075589403,0.03806234116045225
457859.0,457859.0,226,2020,7692.0,30.38439178466797,-28.161060333251957,Extreme,2020-08-13,657,2020-08-11,2020-08-18,8,LC08_168079_20200814,485.4076346200234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0008877621441742938,0.0008877621441742938,0.0028141905347228973,0.008729258321885423,0.03611822799032284,0.0556372582065946,0.0008978177688589591,0.0008978177688589591,0.0028195101145639992,0.008729922072105966,0.03221024466514295,0.05368068355484658,0.0008874644063984144,0.0008874644063984144,0.002813870163582501,0.008730248629554844,0.03611704910473939,0.055643524226952686,0.0009405064909809929,0.0009405064909809929,0.0028214716708203306,0.00872696632224116,0.04392339967131428,0.14161310763770343,0.0009465440873546179,0.0009465440873546179,0.002821810443645876,0.008726437189457472,0.04587295047835292,0.1455053521973296,0.000946545518004477,0.000946545518004477,0.0028218136378421604,0.008726437063526908,0.04587295990848324,0.14744510037198347
839329.0,839329.0,219,2020,7692.0,31.902544021606445,-28.12063789367676,Extreme,2020-08-06,701,2020-08-04,2020-08-11,8,LC08_167079_20200807,10.605346879488357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01364849414683641,0.0016032473997362893,0.048764927378992184,0.16991998924561807,0.27146717304397666,0.33392190266903476,0.006782205142716183,0.001106808109891553,0.05957675297177371,0.13573749752551204,0.2216714033051725,0.2783083440484081,0.013649936278546857,0.0015941050509436802,0.04876629688162773,0.1738279494363662,0.27146371322158647,0.3378532750604131,0.010727078910663755,0.0011132696121705014,0.09277877400946241,0.16503931543211725,0.25292550594111185,0.3017512881930517,0.01072687241997148,0.0011145866791353624,0.09668771534153227,0.16699066308151542,0.2548742542063023,0.3037140341519518,0.010726861644759727,0.0011146063681344404,0.09668766440673164,0.1669906497278426,0.2548742542063023,0.3037140341519518
120109.0,120109.0,231,2020,7805.0,27.204355239868164,-27.82194709777832,High,2020-08-18,713,2020-08-14,2020-08-21,8,LC08_171079_20200819,124.45663685513101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00030354953323599265,0.00030354953323599265,0.00030354953323599265,0.00030354953323599265,0.0027311638883582463,0.028289371328237455,0.00027337280788351657,0.00027337280788351657,0.00027337280788351657,0.00027337280788351657,0.0027367515763400047,0.026358606633892636,0.0003054431234739169,0.0003054431234739169,0.0003054431234739169,0.0003054431234739169,0.0027313765122797783,0.028280075167701767,0.0003185942942731315,0.0003185942942731315,0.0003185942942731315,0.0003185942942731315,0.004723958261158644,0.02828725890988889,0.0003230443402870418,0.0003230443402870418,0.0003230443402870418,0.0003230443402870418,0.004724092898313744,0.028292539274054642,0.00032304899342583166,0.00032304899342583166,0.00032304899342583166,0.00032304899342583166,0.004724067794891804,0.02829280228168871
226200.0,226200.0,237,2020,7805.0,32.064239501953125,-27.644529342651367,High,2020-08-24,791,2020-08-20,2020-08-25,6,LC08_167079_20200823,21.292159160646477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01074328195931309,0.002901408940927607,0.024397185577741842,0.07910106706259158,0.18650865111351292,0.25878026969179263,0.004819292504922362,0.0012386715239510648,0.014604642300660801,0.09863440959871597,0.17870570704563393,0.23338119127603585,0.010753199119729015,0.0029042188952582227,0.02439606381849623,0.07714086997661283,0.1865050045074462,0.25878152345080846,0.00481961259833789,0.0011452286667570644,0.030259147343756343,0.16503776316515642,0.2294816439876303,0.27245755964919943,0.00482033831984356,0.0011435684772006349,0.030258313236007296,0.1728634245935303,0.23142571180158034,0.272457986845461,0.00482032436981826,0.0011435788497205631,0.03025842754548364,0.1728634245935303,0.23142571180158034,0.272457986845461
331143.0,331143.0,224,2020,7805.0,26.144344329833984,-26.970792770385746,High,2020-08-11,810,2020-08-05,2020-08-13,9,LC08_172078_20200810,101.39349091891873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0008192786591553033,0.0008192786591553033,0.0008192786591553033,0.0008192786591553033,0.021411530440247017,0.0487300406975503,0.0006940408700834857,0.0006940408700834857,0.0006940408700834857,0.0006940408700834857,0.0052944578369247325,0.021354862600037224,0.0008314232990491517,0.0008314232990491517,0.0008314232990491517,0.0008314232990491517,0.021414373908892212,0.048738584707010285,0.0006252066854872473,0.0006252066854872473,0.0006252066854872473,0.0006252066854872473,0.005261781689246109,0.021377715022195883,0.0006300977123564939,0.0006300977123564939,0.0006300977123564939,0.0006300977123564939,0.005261821241715049,0.02137250838956731,0.0006301016847338225,0.0006301016847338225,0.0006301016847338225,0.0006301016847338225,0.005261827226318605,0.021372622433430237
188646.0,188646.0,240,2020,7692.0,28.646150588989254,-27.01121711730957,Extreme,2020-08-27,813,2020-08-25,2020-08-31,7,LC08_170079_20200828,4.71319848828125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004994712895205804,0.0004994712895205804,0.0004994712895205804,0.0004994712895205804,0.00473175183603471,0.018530003237738266,0.0003627558191658163,0.0003627558191658163,0.0003627558191658163,0.0003627558191658163,0.002684046121645813,0.018525533947127065,0.0005073885598924165,0.0005073885598924165,0.0005073885598924165,0.0005073885598924165,0.00473197596599335,0.018534324395685295,0.0003193895230644526,0.0003193895230644526,0.0003193895230644526,0.0003193895230644526,0.002712180702217615,0.03221359824669991,0.0003197901097431544,0.0003197901097431544,0.0003197901097431544,0.0003197901097431544,0.0027133419119279995,0.03221354190788756,0.00031979367244119145,0.00031979367244119145,0.00031979367244119145,0.00031979367244119145,0.0027133390036862466,0.032213893437399686
679932.0,679932.0,236,2020,7805.0,24.89568519592285,-26.746213912963867,High,2020-08-23,861,2020-08-19,2020-08-28,10,LC08_172078_20200826,72.6191117499998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005209126362982232,0.0005209126362982232,0.0005209126362982232,0.0005209126362982232,0.005494721381381023,0.025237926377420842,0.00044359014088725076,0.00044359014088725076,0.00044359014088725076,0.00044359014088725076,0.005500499263104644,0.021333596828741485,0.0005288527887651473,0.0005288527887651473,0.0005288527887651473,0.0005288527887651473,0.005495525013655341,0.02524353266422068,0.00047368048923347137,0.00047368048923347137,0.00047368048923347137,0.00047368048923347137,0.005483881780912674,0.02133657577223969,0.00047804511694125786,0.00047804511694125786,0.00047804511694125786,0.00047804511694125786,0.00548342836397108,0.02134059360287003,0.00047804720127130653,0.00047804720127130653,0.00047804720127130653,0.00047804720127130653,0.005483419370233302,0.021340567344810636
646698.0,646698.0,229,2020,7805.0,26.063495635986328,-26.53960227966309,High,2020-08-16,871,2020-08-16,2020-08-23,8,LC08_171078_20200819,190.35708763314892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003969062771226712,0.0003969062771226712,0.0003969062771226712,0.0003969062771226712,0.006740542443213323,0.032198816929244416,0.0003484582111456653,0.0003484582111456653,0.0003484582111456653,0.0003484582111456653,0.0047392222586334085,0.03024333810898829,0.000398681173009241,0.000398681173009241,0.000398681173009241,0.000398681173009241,0.006739399712473155,0.03220284555034465,0.00036254942665837154,0.00036254942665837154,0.00036254942665837154,0.00036254942665837154,0.006750777258138067,0.03219715067132621,0.00036736619735078794,0.00036736619735078794,0.00036736619735078794,0.00036736619735078794,0.006752120608344264,0.03219773257014634,0.00036736875617687337,0.00036736875617687337,0.00036736875617687337,0.00036736875617687337,0.0067521070344768565,0.03219767442338857
126559.0,126559.0,215,2020,7805.0,27.75906562805176,-26.62269592285156,High,2020-08-02,882,2020-08-02,2020-08-06,5,LC08_171078_20200803,133.38034611110547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0008875296322267695,0.0008875296322267695,0.0008875296322267695,0.002758647277975221,0.010673109950290199,0.030244457697621387,0.0008030381827599372,0.0008030381827599372,0.0008030381827599372,0.0027587288790650684,0.010680100336571631,0.03221676286854662,0.0008915888228471518,0.0008915888228471518,0.0008915888228471518,0.0027593815308723808,0.010673630357343531,0.030241745512738397,0.0007842983605202489,0.0007842983605202489,0.0007842983605202489,0.0027673239940133876,0.01068012127200567,0.03806056226245288,0.0007852940485046936,0.0007852940485046936,0.0007852940485046936,0.002767642209074161,0.010683491926514925,0.038052800483063774,0.000785295130983254,0.000785295130983254,0.000785295130983254,0.0027676476204096666,0.010683503668580308,0.03805305745274695
28495.0,28495.0,218,2020,7805.0,27.927499771118164,-26.75070571899414,High,2020-08-05,889,2020-08-02,2020-08-16,15,LC08_170078_20200812,419.8934374984678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000685964634236271,0.000685964634236271,0.000685964634236271,0.0027301785041361506,0.008713717848742714,0.03612670452870842,0.0005795372325205742,0.0005795372325205742,0.0005795372325205742,0.0005795372325205742,0.008718465313921769,0.036118941126987096,0.0006894614134396519,0.0006894614134396519,0.0006894614134396519,0.002731044808640629,0.008714181087544227,0.0361160449427686,0.0008373567290764876,0.0008373567290764876,0.0008373567290764876,0.0008373567290764876,0.00951196734191865,0.04095183137710807,0.0008408252368866205,0.0008408252368866205,0.0008408252368866205,0.0008408252368866205,0.00951261544685071,0.04095812281990815,0.0008408330416727241,0.0008408330416727241,0.0008408330416727241,0.0008408330416727241,0.009512614528838498,0.040957955152333886
778512.0,778512.0,221,2020,7805.0,29.70616340637207,-26.76418113708496,High,2020-08-08,907,2020-08-04,2020-08-20,17,LC08_169078_20200805,1006.0855746599459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006207940611900965,0.0006207940611900965,0.0006207940611900965,0.004786199317785765,0.03612118724900793,0.06344483964219355,0.0006145654804659061,0.0006145654804659061,0.0006145654804659061,0.002760666072890031,0.014590110818995172,0.04001668910656258,0.0006312142979773857,0.0006312142979773857,0.0006312142979773857,0.006787407142233326,0.03611921622397482,0.06541914676044898,0.0006714223110241487,0.0006714223110241487,0.0006714223110241487,0.0006714223110241487,0.012654895466032552,0.041977625357568785,0.0006789269146214123,0.0006789269146214123,0.0006789269146214123,0.0027471313556089233,0.012655701184838785,0.041964030687651206,0.0006789340846063485,0.0006789340846063485,0.0006789340846063485,0.0027471250558109787,0.012655690768818633,0.04196395617690704
199326.0,199326.0,238,2020,7692.0,30.29905128479004,-26.92363166809082,Extreme,2020-08-25,909,2020-08-20,2020-08-27,8,LC08_169078_20200821,354.3739039564952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005449047933895487,0.0005449047933895487,0.0005449047933895487,0.0005449047933895487,0.012656716680250178,0.040016813629936955,0.00043792965267086737,0.00043792965267086737,0.00043792965267086737,0.00043792965267086737,0.010705285340677398,0.038071577565127177,0.0005699366377477532,0.0005699366377477532,0.0005699366377477532,0.002756236564537059,0.014614678680536898,0.04196059755698293,0.00041210053521676076,0.00041210053521676076,0.00041210053521676076,0.00041210053521676076,0.012673704067243127,0.04393639801467412,0.00041276876621615394,0.00041276876621615394,0.00041276876621615394,0.00041276876621615394,0.014622864946346247,0.043942490107700655,0.0004127756262650247,0.0004127756262650247,0.0004127756262650247,0.0004127756262650247,0.014622803768413056,0.04394268745931474
275582.0,275582.0,233,2020,7692.0,30.63367462158203,-26.66087532043457,Extreme,2020-08-20,918,2020-08-02,2020-08-23,22,LC08_168078_20200814,1454.3102358857789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0009080598294540946,0.0009080598294540946,0.002817525590501624,0.008736833302890391,0.03220255153530791,0.05368787441213491,0.0009085655639319792,0.0009085655639319792,0.002825187571300027,0.008731745972387022,0.03220644078079477,0.05368495077173114,0.0009095174806485125,0.0009095174806485125,0.0028166361893896953,0.008737397805837082,0.03220268824172485,0.05368582503142645,0.0009360911578118026,0.0009360911578118026,0.0028330873006902424,0.008731077087799504,0.03416192115099898,0.05759845099559017,0.0009435926531292023,0.0009435926531292023,0.00283356328324359,0.008730866650645102,0.03415872031811588,0.05760228884657414,0.0009435950427385384,0.0009435950427385384,0.0028335619077236793,0.008730870046719541,0.03415870948634732,0.05760237443072661
177964.0,177964.0,240,2020,7692.0,27.61308860778809,-26.002859115600582,Extreme,2020-08-27,1103,2020-08-20,2020-08-30,11,LC08_170078_20200828,132.62085774117568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0009607226278763699,0.0009607226278763699,0.0009607226278763699,0.0009607226278763699,0.009553105724902474,0.033086945363831666,0.0004837810090508224,0.0004837810090508224,0.0004837810090508224,0.0004837810090508224,0.006768314714824669,0.030228291446881998,0.0009762183478475325,0.0009762183478475325,0.0009762183478475325,0.0009762183478475325,0.009552290624450172,0.03309375541862386,0.0005938641683809715,0.0005938641683809715,0.0005938641683809715,0.0005938641683809715,0.009583077218881863,0.03703402905694904,0.0005974022312022599,0.0005974022312022599,0.0005974022312022599,0.0005974022312022599,0.00957961694971861,0.03703691826644576,0.0005974215150093614,0.0005974215150093614,0.0005974215150093614,0.0005974215150093614,0.00957961373962204,0.03703665482599376
189400.0,189400.0,220,2020,7692.0,26.000612258911133,-25.481836318969727,Extreme,2020-08-07,1223,2020-08-07,2020-08-14,8,LC08_172077_20200810,68.9786267201746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006014517854575637,0.0006014517854575637,0.0006014517854575637,0.002808477063461287,0.020488200039788875,0.04783754771959408,0.0005088654934054947,0.0005088654934054947,0.0005088654934054947,0.0005088654934054947,0.006705298595643833,0.014588698695574323,0.0006066606517814631,0.0006066606517814631,0.0006066606517814631,0.0028085472480328727,0.022446474103927548,0.04783957791392917,0.0007328189299612592,0.0007328189299612592,0.0007328189299612592,0.0007328189299612592,0.005328203511640253,0.013436049086005918,0.0007351668555617667,0.0007351668555617667,0.0007351668555617667,0.0007351668555617667,0.005330419216792755,0.013435537373666246,0.0007351622215360754,0.0007351622215360754,0.0007351622215360754,0.0007351622215360754,0.005330422952321581,0.013435561306846042
662792.0,662792.0,243,2020,7692.0,26.42955780029297,-25.580650329589844,Extreme,2020-08-30,1225,2020-08-25,2020-08-30,6,LC08_172077_20200826,31.77446430624998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00038885110912131,0.00038885110912131,0.00038885110912131,0.00038885110912131,0.010687008592354875,0.01848408195263534,0.00036788350895348624,0.00036788350895348624,0.00036788350895348624,0.00036788350895348624,0.006783044125741055,0.01653450827757487,0.00039451461198359764,0.00039451461198359764,0.00039451461198359764,0.00039451461198359764,0.010685674991969154,0.018484873411356753,0.00037261038793476986,0.00037261038793476986,0.00037261038793476986,0.00037261038793476986,0.006784411261452984,0.01654397282237617,0.00037655075389488594,0.00037655075389488594,0.00037655075389488594,0.00037655075389488594,0.006784758737322795,0.016545531178340726,0.00037655170941873695,0.00037655170941873695,0.00037655170941873695,0.00037655170941873695,0.006784768573291082,0.016545536491074108
817444.0,817444.0,233,2020,7692.0,26.941598892211918,-25.33585929870605,Extreme,2020-08-20,1230,2020-08-11,2020-08-20,10,LC08_171077_20200819,258.9160858418219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006031903881431135,0.0006031903881431135,0.0006031903881431135,0.0027465514410315917,0.008714091784457178,0.026325750321383616,0.000524826276269229,0.000524826276269229,0.000524826276269229,0.000524826276269229,0.00471037783234755,0.022426738215957497,0.0006055659798013326,0.0006055659798013326,0.0006055659798013326,0.0027477751595079854,0.008715339289707394,0.026327132878644383,0.00047277628278790193,0.00047277628278790193,0.00047277628278790193,0.00047277628278790193,0.004730032352993001,0.026339477289317518,0.00047682819790722267,0.00047682819790722267,0.00047682819790722267,0.00047682819790722267,0.004729736334989798,0.02633905156658966,0.0004768324969679408,0.0004768324969679408,0.0004768324969679408,0.0004768324969679408,0.004729759004317697,0.026339029028606877
59501.0,59501.0,217,2020,7692.0,26.78663825988769,-25.288698196411133,Extreme,2020-08-04,1231,2020-08-02,2020-08-07,6,LC08_171077_20200803,164.14870237536798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0008918997858379404,0.0008918997858379404,0.0008918997858379404,0.0027621817190022257,0.008698833370334983,0.026335891039191234,0.0007971763373627095,0.0007971763373627095,0.0007971763373627095,0.002754769596335336,0.0067058220140117026,0.024380469490992242,0.0008980220497908318,0.0008980220497908318,0.0008980220497908318,0.002762891478991115,0.008699036622581473,0.02633682649061267,0.0007735145310991535,0.0007735145310991535,0.0007735145310991535,0.0027633458517100297,0.008693309673478927,0.028283302255877513,0.0007740856366592489,0.0007740856366592489,0.0007740856366592489,0.0027636845736136884,0.008693811908791916,0.0282847546859164,0.0007740859463827815,0.0007740859463827815,0.0007740859463827815,0.00276368926035782,0.008693816746327403,0.0282847546859164
