,id,BurnDate,BurnYear,fireRisk,x,y,risk,date,clusters,start_date,end_date,duration,img_id,areakm2_BA,nbr_p25_variance_p25,nbr_p25_variance_p5,nbr_p25_variance_p50,nbr_p25_variance_p75,nbr_p25_variance_p95,nbr_p25_variance_p99,nbr_p50_variance_p25,nbr_p50_variance_p5,nbr_p50_variance_p50,nbr_p50_variance_p75,nbr_p50_variance_p95,nbr_p50_variance_p99,nbr_p5_variance_p25,nbr_p5_variance_p5,nbr_p5_variance_p50,nbr_p5_variance_p75,nbr_p5_variance_p95,nbr_p5_variance_p99,nbr_p75_variance_p25,nbr_p75_variance_p5,nbr_p75_variance_p50,nbr_p75_variance_p75,nbr_p75_variance_p95,nbr_p75_variance_p99,nbr_p95_variance_p25,nbr_p95_variance_p5,nbr_p95_variance_p50,nbr_p95_variance_p75,nbr_p95_variance_p95,nbr_p95_variance_p99,nbr_p99_variance_p25,nbr_p99_variance_p5,nbr_p99_variance_p50,nbr_p99_variance_p75,nbr_p99_variance_p95,nbr_p99_variance_p99
346306.0,346306.0,221,2019,7692.0,29.283954620361328,-31.54546356201172,Extreme,2019-08-09,61,2019-08-08,2019-08-23,16,LC08_168082_20190812,225.17921595427538,0.002826397731338419,0.0010329450146687497,0.012679384934103173,0.053698188896616796,0.21386204152926594,0.2529272916509802,0.002784070717142773,0.0010687284847852084,0.010692731696251784,0.0869079375328693,0.2001936777131657,0.23337914353943917,0.0028303546134495912,0.0010326763656269623,0.012678617489647164,0.04979034196531707,0.21385825650686702,0.2529184715111347,0.001019864944270698,0.001019864944270698,0.016599410208980207,0.15527241548340337,0.24511695444635273,0.2783035036026664,0.0010162511514159862,0.0010162511514159862,0.016598645539893767,0.17676791458785082,0.2587786369062673,0.28807762883871163,0.0010162489562991859,0.0010162489562991859,0.016598623131491762,0.17676786170432437,0.2587786369062673,0.28807762883871163
777128.0,777128.0,219,2019,2903.0,24.897930145263672,-31.12774658203125,Medium,2019-08-07,66,2019-08-01,2019-08-07,7,LC08_171082_20190801,0.32001491406249993,0.0009594434696882276,0.0009594434696882276,0.002790294981198637,0.010713748745753293,0.03220224210787691,0.05368984367995076,0.0008261125566022605,0.0008261125566022605,0.0008261125566022605,0.0027759989843706982,0.010662732529573858,0.020459570310471575,0.0009679689658717775,0.0009679689658717775,0.002790910425178511,0.010713940537795468,0.03415795082815932,0.05563620715920501,0.0007296944359198267,0.0007296944359198267,0.0007296944359198267,0.0007296944359198267,0.004732232249308601,0.01655627597682351,0.0007298768520726369,0.0007298768520726369,0.0007298768520726369,0.0007298768520726369,0.004733367883567595,0.016557571801242465,0.0007298748271413197,0.0007298748271413197,0.0007298748271413197,0.0007298748271413197,0.004733388200991382,0.016557571801242465
310497.0,310497.0,219,2019,7692.0,28.295808792114254,-31.035669326782227,Extreme,2019-08-07,78,2019-08-07,2019-08-23,17,LC08_169081_20190819,470.2474135850927,0.000935819139931195,0.000935819139931195,0.002833705106771053,0.008725673022245155,0.051740758119626015,0.13573377095447745,0.0008823142284351573,0.0008823142284351573,0.002787951390234459,0.004762602406481877,0.06152001813301858,0.13768591522918827,0.0009372740289204264,0.0009372740289204264,0.0028358887097844647,0.010694008339327815,0.05174369196305432,0.13769815401343613,0.0008184516426591399,0.0008184516426591399,0.0008184516426591399,0.004773860145401668,0.08886250812460558,0.17285619858867216,0.0008217140085451707,0.0008217140085451707,0.0008217140085451707,0.004773309749435921,0.09275758956025724,0.19434470418336114,0.000821715360044015,0.000821715360044015,0.000821715360044015,0.004773289798329684,0.09275754298565993,0.19434470418336114
125638.0,125638.0,219,2019,2903.0,29.11776733398437,-31.161434173583984,Medium,2019-08-07,80,2019-08-02,2019-08-07,6,LC08_169081_20190803,206.7562427530179,0.0010441168952176993,0.0010441168952176993,0.0028246383586644445,0.008716627969546574,0.0732383741367634,0.13769389252923048,0.0010126933951231179,0.0010126933951231179,0.0028109954204153915,0.006742336381839445,0.073232916444517,0.139638630279854,0.0010464743228534897,0.0010464743228534897,0.00282589599536185,0.00871782097909732,0.0732377861572004,0.1376973640126754,0.0010035579957067252,0.0010035579957067252,0.0028077835403418063,0.00872311427845925,0.08495901427406828,0.16700598826912985,0.001001312016814861,0.001001312016814861,0.0028079542025645937,0.008723338657220747,0.08886050145614094,0.19238334003966429,0.001001311447550208,0.001001311447550208,0.0028079647404899016,0.008723344770488145,0.08886039585642831,0.19238334003966429
741367.0,741367.0,214,2019,7805.0,30.08345603942871,-31.07160186767578,High,2019-08-02,123,2019-08-02,2019-08-14,13,LC08_168081_20190812,202.3608391743876,0.004800014667563323,0.0011459082266219566,0.02440916977759643,0.09081351590906953,0.21777005311153003,0.25486707157958344,0.004795869503490671,0.0010881051031024706,0.03612837746257533,0.10644484324222192,0.20409292200366144,0.23337784234617964,0.004800309464684995,0.001164385328841961,0.024406655709440048,0.08886677635530568,0.21777234594541875,0.2548662895541164,0.004791079484436238,0.0010176811428730598,0.04979773357913939,0.1630868143439096,0.2451160167465103,0.2783039424797486,0.004791024484284484,0.0009993582363269358,0.05175037942608853,0.17676722679304427,0.2568317958293407,0.2880721067155656,0.004791024484284484,0.0009993582363269358,0.05175037942608853,0.17676721606260237,0.2568317958293407,0.2880721067155656
269633.0,269633.0,221,2019,2903.0,26.61820411682129,-30.671852111816406,Medium,2019-08-09,130,2019-08-07,2019-08-14,8,LC08_170081_20190810,16.75199196187198,0.0009673998652844543,0.0009673998652844543,0.0009673998652844543,0.004803493424241761,0.026343881587424494,0.049781540270164834,0.0007874428409917469,0.0007874428409917469,0.0007874428409917469,0.004813457746762778,0.02634031217480688,0.04783088303182064,0.000977967236781686,0.000977967236781686,0.000977967236781686,0.0048034710496919495,0.026343073178977446,0.0497768979622215,0.0007827842708121114,0.0007827842708121114,0.0007827842708121114,0.004813928723680103,0.02634455970854269,0.047820498578831284,0.0007778662654751921,0.0007778662654751921,0.0007778662654751921,0.004814362161051701,0.026341878140451615,0.04782134048914341,0.0007778709806944991,0.0007778709806944991,0.0007778709806944991,0.004814383707801795,0.0263418625900435,0.04782134048914341
603288.0,603288.0,240,2019,7692.0,28.29805374145508,-30.57303810119629,Extreme,2019-08-28,139,2019-08-25,2019-08-30,6,LC08_170081_20190826,53.327251953645394,0.0007524705074041761,0.0007524705074041761,0.0007524705074041761,0.006783835141747059,0.028300602354012692,0.05174103293120807,0.0006274724990067203,0.0006274724990067203,0.0006274724990067203,0.0027721858542685746,0.010684449534739172,0.026341916485387522,0.000757865415268527,0.000757865415268527,0.000757865415268527,0.006784546696614927,0.028300397943842537,0.05173853482673292,0.0006381524986525186,0.0006381524986525186,0.0006381524986525186,0.0006381524986525186,0.004752576215333237,0.02829718936320193,0.0006475902957727176,0.0006475902957727176,0.0006475902957727176,0.0006475902957727176,0.004751421805874887,0.028295411808532442,0.0006475928578764374,0.0006475928578764374,0.0006475928578764374,0.0006475928578764374,0.004751438571282401,0.028295411808532442
494534.0,494534.0,219,2019,7805.0,24.437543869018555,-29.800487518310547,High,2019-08-07,255,2019-08-03,2019-08-09,7,LC08_172081_20190808,1.6678197539062498,0.0007569551855674845,0.0007569551855674845,0.0028418861418488582,0.010710454278333111,0.024381719387562253,0.03804316475461253,0.0005621164652321278,0.0005621164652321278,0.0005621164652321278,0.0027877591095934753,0.008712451118772222,0.018490697966245525,0.0007649874418158557,0.0007649874418158557,0.0028433471339511956,0.010710425750076562,0.0263298581642527,0.03804139017705304,0.0005426203842807992,0.0005426203842807992,0.0005426203842807992,0.0005426203842807992,0.005539411051825725,0.017345574894520963,0.0005487462534550935,0.0005487462534550935,0.0005487462534550935,0.0005487462534550935,0.005536429520888722,0.01734843009751153,0.0005487397226820505,0.0005487397226820505,0.0005487397226820505,0.0005487397226820505,0.00553646466071266,0.01734818839949613
46363.0,46363.0,219,2019,7692.0,30.11040496826172,-29.67472267150879,Extreme,2019-08-07,287,2019-08-02,2019-08-07,6,LC08_169080_20190803,244.53758021577636,0.0009324156356997626,0.0009324156356997626,0.0027922586906280514,0.006767201195055824,0.024390483406793725,0.05564467008051541,0.0008985954778011829,0.0008985954778011829,0.0008985954778011829,0.0047676497555973665,0.018520320067945007,0.05174880046117412,0.0009362357525968671,0.0009362357525968671,0.0027934099899165872,0.006767048502185184,0.024389663488464722,0.057603452168420284,0.0008923949234621336,0.0008923949234621336,0.0008923949234621336,0.004767798015124969,0.022435314930068395,0.05954176814413404,0.0008925919840457721,0.0008925919840457721,0.0008925919840457721,0.004768592264270021,0.02243937727015749,0.05955130187727063,0.0008925951003726995,0.0008925951003726995,0.0008925951003726995,0.004768584948136475,0.022439349190174925,0.05955123152981431
46363.0,46363.0,226,2019,7692.0,30.058752059936523,-29.802732467651367,Extreme,2019-08-14,302,2019-08-14,2019-08-29,16,LC08_169080_20190819,708.0598505915373,0.0009554418990289598,0.0009554418990289598,0.0027962843056716963,0.008739500987086918,0.034159755814167296,0.06346510199412936,0.0008651674502141721,0.0008651674502141721,0.0008651674502141721,0.004781350479159218,0.018515952106007257,0.055648560223341054,0.000958195761618513,0.000958195761618513,0.0027986194967666504,0.008739248909395347,0.03416288617316871,0.06346646130815409,0.0007870273790117161,0.0007870273790117161,0.0007870273790117161,0.002734772096655437,0.02243759225894507,0.06151288338780889,0.0007915359450931974,0.0007915359450931974,0.0007915359450931974,0.002734607627040876,0.024395737007943716,0.06151041422890301,0.0007915404679670082,0.0007915404679670082,0.0007915404679670082,0.002734609752060031,0.02439570453308819,0.06151042185761617
11051.0,11051.0,226,2019,7805.0,24.783395767211918,-29.22780990600586,High,2019-08-14,322,2019-08-02,2019-08-21,20,LC08_172080_20190808,6.998614046874995,0.0005917173556212411,0.0005917173556212411,0.0005917173556212411,0.0027804415240207654,0.01264304149002931,0.022411449418585985,0.0005153827077684079,0.0005153827077684079,0.0005153827077684079,0.0005153827077684079,0.0027007865433093833,0.014618082471766412,0.0005954263974057273,0.0005954263974057273,0.0005954263974057273,0.002781341294448414,0.012643290578178921,0.024368688848958424,0.000413084760792264,0.000413084760792264,0.000413084760792264,0.000413084760792264,0.000413084760792264,0.016566956908931896,0.0004141848945703719,0.0004141848945703719,0.0004141848945703719,0.0004141848945703719,0.0004141848945703719,0.016572864210126038,0.0004141856893859749,0.0004141856893859749,0.0004141856893859749,0.0004141856893859749,0.0004141856893859749,0.016572864210126038
821730.0,821730.0,215,2019,7692.0,26.948335647583008,-29.369295120239254,Extreme,2019-08-03,324,2019-08-01,2019-08-08,8,LC08_171080_20190801,5.699430894531255,0.0008804637925058403,0.0008804637925058403,0.0008804637925058403,0.00271479979320792,0.008716209580921251,0.022404527808587135,0.0007843236314932584,0.0007843236314932584,0.0007843236314932584,0.0007843236314932584,0.004704690211130741,0.0165615185069644,0.0008893634161298758,0.0008893634161298758,0.0008893634161298758,0.002717245281961129,0.008716265865410846,0.02240205511106239,0.0008337357569205597,0.0008337357569205597,0.0008337357569205597,0.0008337357569205597,0.0008337357569205597,0.02137005919814542,0.0008344512544597774,0.0008344512544597774,0.0008344512544597774,0.0008344512544597774,0.005392740934918422,0.02136696913620244,0.0008344547015860761,0.0008344547015860761,0.0008344547015860761,0.0008344547015860761,0.0053928937762251095,0.021366909129831
126468.0,126468.0,228,2019,7692.0,30.26761054992676,-29.63429832458496,Extreme,2019-08-16,335,2019-08-07,2019-08-16,10,LC08_168080_20190812,124.7834115063877,0.0010240762816668208,0.0010240762816668208,0.0028026766687229473,0.016579844643931457,0.14941683477457637,0.22558875633570188,0.0009355824230744313,0.0009355824230744313,0.002784692917724106,0.016576310269598066,0.14356751352870153,0.20604224758208037,0.0010345312319424737,0.0010345312319424737,0.0047842425073959345,0.01657959083466989,0.14941359427960957,0.22558916421426609,0.0008206278895536383,0.0008206278895536383,0.0027812306898137976,0.022450694938950296,0.18262030771216342,0.2451231378951401,0.0008089321116456767,0.0008089321116456767,0.002780721243787871,0.02245179774926907,0.19044588847973923,0.25486357245443325,0.0008089335728298673,0.0008089335728298673,0.0027807206952812557,0.0224517914806098,0.19044588847973923,0.25486357245443325
501770.0,501770.0,232,2019,7692.0,29.76679992675781,-29.54446601867676,Extreme,2019-08-20,361,2019-08-13,2019-08-30,18,LC08_168080_20190828,679.1174858891195,0.0010419128113881675,0.0010419128113881675,0.004806623564598545,0.012667731958316131,0.03806530038123929,0.061497863827651815,0.0009211926330480636,0.0009211926330480636,0.0028074958877045836,0.008744428940748429,0.03025070311968747,0.05760818280380815,0.0010431647371551595,0.0010431647371551595,0.004807440121356057,0.012667860149023453,0.03806618799770374,0.06149732380640415,0.0008617907572040294,0.0008617907572040294,0.002781188278535522,0.008742147213655332,0.03806975427582579,0.07908679561103148,0.000861857789097335,0.000861857789097335,0.0027817283376539706,0.008742053582846486,0.03806755051483004,0.08884863901578594,0.0008618608557081949,0.0008618608557081949,0.002781729985785824,0.008742073818281435,0.03806758310549126,0.08884863901578594
554904.0,554904.0,238,2019,7805.0,24.686826705932617,-28.86399269104004,High,2019-08-26,390,2019-08-21,2019-08-28,8,LC08_172080_20190824,3.1654830351562495,0.0005301940426133383,0.0005301940426133383,0.0005301940426133383,0.006800824100621487,0.020468198583897593,0.039993953353148655,0.0004934054270431143,0.0004934054270431143,0.0004934054270431143,0.00279368804998282,0.012645643395833536,0.026318460537679056,0.0005315759162132737,0.0005315759162132737,0.0005315759162132737,0.006800868507844672,0.020466476746847078,0.04195948366401341,0.0005374192557265011,0.0005374192557265011,0.0005374192557265011,0.0005374192557265011,0.013495505158870992,0.029129051744903833,0.0005439718934361219,0.0005439718934361219,0.0005439718934361219,0.0005439718934361219,0.013496487605480873,0.029116388234681555,0.0005439747196832028,0.0005439747196832028,0.0005439747196832028,0.0005439747196832028,0.01349648918724518,0.029116442770298387
930731.0,930731.0,242,2019,7692.0,27.999364852905277,-28.81683158874512,Extreme,2019-08-30,392,2019-08-12,2019-08-30,19,LC08_170080_20190826,40.68122361718742,0.0008667112122009358,0.0008667112122009358,0.0028250114243780237,0.010708574120323958,0.0361194197502703,0.05758798634147479,0.000714489608539952,0.000714489608539952,0.000714489608539952,0.00480116294399834,0.014587940352387222,0.026325429583350008,0.000896800896191185,0.000896800896191185,0.004823083603761136,0.012662561801753859,0.03612013539719128,0.057588425591379964,0.000680981704001588,0.000680981704001588,0.000680981704001588,0.00277436317576864,0.010673516813683934,0.02242084769624948,0.0006863255897401999,0.0006863255897401999,0.0006863255897401999,0.002774571015435547,0.010672801306926633,0.022419180668014092,0.0006863269073313029,0.0006863269073313029,0.0006863269073313029,0.002774573138739098,0.010672831450516744,0.022419180668014092
578930.0,578930.0,233,2019,7805.0,31.377029418945312,-29.059375762939453,High,2019-08-21,429,2019-08-14,2019-08-25,12,LC08_167080_20190821,27.754619725045945,0.004828658369145399,0.0012862364515527937,0.01853987549631908,0.06150981513509234,0.20409910013513666,0.23730203084843246,0.006810690932013263,0.0012450661561636401,0.02048046842654213,0.0849546429435928,0.209954880828383,0.27830027854569805,0.006808001071488951,0.0012889323806812558,0.018541389243644485,0.06150857165129274,0.2040943364834348,0.23729632998728342,0.009718636938973261,0.0020758392946755876,0.03311674914531,0.16602455110670086,0.27929635397853336,0.33004130822515754,0.009722586767728867,0.0020758449802384294,0.04093809179235475,0.16991678412971808,0.28319183071212617,0.3300393200761555,0.009722544479942611,0.002075851666950265,0.040938137653355106,0.16991671037690823,0.2831918805018317,0.3300393172577309
809700.0,809700.0,223,2019,7692.0,31.59037971496582,-28.83704376220703,Extreme,2019-08-11,454,2019-08-02,2019-08-16,15,LC08_167080_20190805,171.6794181051018,0.002838932387312417,0.0009141001739346357,0.008743561887544181,0.08105236404624738,0.1982315064388569,0.2470550774398106,0.0008277931881487347,0.0008277931881487347,0.008751014567726,0.08106172591918873,0.17870752533319814,0.22166699185850006,0.002845107139834286,0.0009141506338429441,0.00874142193377108,0.0810558229450218,0.19823424578554658,0.2490057413193588,0.0007018522811647914,0.0007018522811647914,0.012685883772167634,0.11622890054987571,0.20604480822626306,0.24511735135508106,0.0006966479232649095,0.0006966479232649095,0.012684919852727216,0.12208062608304819,0.20799957339888786,0.24511146734820527,0.0006966459113385857,0.0006966459113385857,0.012684915286060803,0.12208062608304819,0.2079995685021055,0.24511146734820527
780367.0,780367.0,215,2019,6555.0,21.147464752197266,-28.607973098754883,Low,2019-08-03,458,2019-08-03,2019-08-07,5,LC08_174080_20190806,0.38270011328125,0.00046136386418476087,0.00046136386418476087,0.00046136386418476087,0.00046136386418476087,0.0026868633002203103,0.006711774221095812,0.00032391359769703173,0.00032391359769703173,0.00032391359769703173,0.00032391359769703173,0.00032391359769703173,0.0025991094866034646,0.00046563887389984793,0.00046563887389984793,0.00046563887389984793,0.00046563887389984793,0.002686250824729945,0.006710567286237741,0.00038675914192596504,0.00038675914192596504,0.00038675914192596504,0.00038675914192596504,0.00038675914192596504,0.00038675914192596504,0.00038939099069373005,0.00038939099069373005,0.00038939099069373005,0.00038939099069373005,0.00038939099069373005,0.00038939099069373005,0.0003893916770103732,0.0003893916770103732,0.0003893916770103732,0.0003893916770103732,0.0003893916770103732,0.0003893916770103732
63205.0,63205.0,239,2019,7692.0,31.204103469848636,-28.33174133300781,Extreme,2019-08-27,555,2019-08-02,2019-08-30,29,LC08_168079_20190812,1038.716260821414,0.0009519688504168016,0.0009519688504168016,0.0027854224288137784,0.0047732446854523115,0.024388475903753978,0.04978814412221229,0.0008561663136599348,0.0008561663136599348,0.0008561663136599348,0.0027653612566927396,0.020486968632662743,0.04588690487762909,0.0009593462304848255,0.0009593462304848255,0.0027873683033275173,0.0047743832109490535,0.024390439577017628,0.04978702413351522,0.0007032900471793059,0.0007032900471793059,0.0007032900471793059,0.0027654850168432736,0.02243547813676593,0.047815049039959756,0.0006949945720600069,0.0006949945720600069,0.0006949945720600069,0.0027661703863409914,0.022436223641769663,0.047819709728336386,0.0006949961519223663,0.0006949961519223663,0.0006949961519223663,0.002766173985733707,0.022436206704624772,0.047819867361384834
