,img_id,areakm2_BA,nbr_p25_variance_p25,nbr_p25_variance_p5,nbr_p25_variance_p50,nbr_p25_variance_p75,nbr_p25_variance_p95,nbr_p25_variance_p99,nbr_p50_variance_p25,nbr_p50_variance_p5,nbr_p50_variance_p50,nbr_p50_variance_p75,nbr_p50_variance_p95,nbr_p50_variance_p99,nbr_p5_variance_p25,nbr_p5_variance_p5,nbr_p5_variance_p50,nbr_p5_variance_p75,nbr_p5_variance_p95,nbr_p5_variance_p99,nbr_p75_variance_p25,nbr_p75_variance_p5,nbr_p75_variance_p50,nbr_p75_variance_p75,nbr_p75_variance_p95,nbr_p75_variance_p99,nbr_p95_variance_p25,nbr_p95_variance_p5,nbr_p95_variance_p50,nbr_p95_variance_p75,nbr_p95_variance_p95,nbr_p95_variance_p99,nbr_p99_variance_p25,nbr_p99_variance_p5,nbr_p99_variance_p50,nbr_p99_variance_p75,nbr_p99_variance_p95,nbr_p99_variance_p99
14,LC08_168080_20190812,0.0,0.0012119474575378252,0.00035298299324627717,0.002677860217744781,0.006089523639449653,0.02028257010949167,0.03491659819034677,0.0007159804829855959,0.0003307814889144482,0.0021861037529806414,0.005126961398767497,0.01926665943093931,0.0378003804251125,0.0012123485149896753,0.00035544327128583174,0.0026786612752760937,0.0060965547468385265,0.020273450566412686,0.0354230623500424,0.0004909586586981546,0.0004909586586981546,0.0014146120387040612,0.00535320203934193,0.026850447148146307,0.05630533813925954,0.00048667085856153716,0.00048667085856153716,0.0014131600554658477,0.005355799836900342,0.02684031074624049,0.056314610393711086,0.00048667085856153716,0.00048667085856153716,0.0014131744159507945,0.005355616549183434,0.026842243613116015,0.056314610393711086
15,LC08_168080_20190828,0.0,0.001704638899279586,0.0007459470116610342,0.0036493607292164393,0.008544577870954919,0.02564161335018754,0.036828498281143374,0.0017039942056436405,0.0007514180443728759,0.0026742541558942273,0.006097071515023288,0.024183092883449164,0.03540332412945654,0.001703128220605548,0.0007452885626544569,0.0036493042188194508,0.008539991962020002,0.025648403180145538,0.03682373030136673,0.0014672625361974723,0.0006532427228474901,0.0024030841384966475,0.0063219285211425546,0.02877408841060417,0.06205723516876692,0.0014665920424609784,0.0006496334961570831,0.002404911848465933,0.006325395127892163,0.028779755357654698,0.07763946055663627,0.0014665825105444142,0.0006496334961570831,0.0024049620306975956,0.006325557476941966,0.02878277394652644,0.07763946055663627
16,LC08_168081_20190812,0.0,0.002814269081307868,0.0012309427943490484,0.006744005194193168,0.02826799029320656,0.17888663970464266,0.2255109955170228,0.0024093824749370496,0.0006697937097810544,0.006325081832737052,0.036646439409731925,0.164557939350595,0.2035949201285085,0.002819426037666012,0.0012484957946413127,0.006745659043521325,0.028275896283367186,0.1768673373803826,0.2255109955170228,0.002805489618328822,0.0010879182981168986,0.006754960810191743,0.04976179647275225,0.19629488944494955,0.24131616834700179,0.0010680731930980253,0.0010680731930980253,0.006752665969565239,0.05180341152643568,0.20808053804866553,0.251002732803302,0.0010680731930980253,0.0010680731930980253,0.006752665969565239,0.05180341152643568,0.20808053804866553,0.251002732803302
17,LC08_168082_20190812,0.0,0.014673357966898523,0.0013764545394687414,0.03223091630375288,0.1318155801021574,0.20604318497229746,0.2393210064687005,0.019055027265496058,0.0014994112125603135,0.05420187638539135,0.13235238336764402,0.19089997289437374,0.21528825178712943,0.012771166218944066,0.0028269706163590418,0.03026330580580724,0.13179169729472137,0.20602583031466679,0.2393472578192046,0.024414799994306922,0.0012733413148016464,0.09281298909872357,0.18068525941656483,0.23929620092321266,0.2607508442083515,0.02440597779254947,0.001247044249098776,0.09665343302782882,0.20014570239877122,0.24901547513021335,0.27251333384880266,0.02440597779254947,0.001247044249098776,0.09665343302782882,0.20014570239877122,0.24901547513021335,0.27251333384880266
18,LC08_169075_20190803,0.0,0.0017063177326316285,0.0007281591423595942,0.004637237633704057,0.010497953054654325,0.025170373867162307,0.03785582810105902,0.0005617247022178229,0.0005617247022178229,0.0014157104056799796,0.0033890431512861776,0.011229296598695104,0.025831818256336285,0.002194235222964624,0.0007306600269339771,0.005121071928039088,0.011473300148667594,0.026620514257755853,0.03933366207594545,0.0004551257289153796,0.0004551257289153796,0.0004551257289153796,0.00136887414816671,0.008298960973425955,0.025913206913414803,0.00043930647274690454,0.00043930647274690454,0.00043930647274690454,0.0013704262609277051,0.008312799952906121,0.025949181201988265,0.0004393380868924647,0.0004393380868924647,0.0004393380868924647,0.0013701840534272904,0.00831392894097476,0.025949181201988265
19,LC08_169075_20190819,0.0,0.001706188282648036,0.0007467394055563665,0.004148866069966266,0.010988966280590304,0.027593458974680154,0.04074760939797972,0.001206185285214558,0.0007436418221159867,0.0016930462710169072,0.004142821531644131,0.014400764930671045,0.025176318323225862,0.00170488461218831,0.0007494635942686789,0.005118297107649355,0.012455222363041488,0.02856433855388707,0.041244934811368636,0.0007301916603088364,0.0004004543003541242,0.0011825568970780847,0.002674080520936472,0.014396436204933936,0.024664988406176824,0.0007266993849588527,0.0004051310544078625,0.001180510013189537,0.0026752626580703147,0.014421476553327728,0.025150842183791496,0.0007266343652221334,0.00040507869629178607,0.0011804926825587044,0.0026751575964149166,0.014421476553327728,0.025150842183791496
20,LC08_169076_20190803,0.0,0.0012130987787649786,0.00029367760460141315,0.0026731372933234228,0.007080353700439407,0.019765658303113307,0.03546251253127552,0.0003593163959633613,0.0001486944473123066,0.0010958940999104057,0.003049732384063711,0.009392592097565242,0.01720590922186694,0.00121357920153724,0.0002926391442728495,0.003169515435219098,0.008047182668164158,0.023208679738128814,0.03832972030882926,0.00025560368676327355,0.00025560368676327355,0.000698883889636391,0.0026746955168747153,0.010989505120472615,0.03007558240812237,0.0002516855106836842,0.0002516855106836842,0.0007002383253872374,0.0026784029063378644,0.011483051066082887,0.032454613031400015,0.0002517991924096472,0.0002517991924096472,0.0007002754884805133,0.0026784122797843812,0.011483051066082887,0.032454613031400015
21,LC08_169076_20190819,0.0,0.0017017727433420928,0.0007480057641207823,0.003166576341023689,0.007080477115995428,0.016347396353344673,0.02710369687326215,0.001097428187855436,0.000612895946669549,0.002069711903664354,0.004270860192802445,0.012572844783466586,0.02307099734390956,0.0017030249185324634,0.0007484357621831037,0.003658615379066009,0.0075579762674109294,0.017335766981779216,0.028559373571457596,0.0007258218482746166,0.0003917002406740073,0.0011949888966090764,0.003655260317720977,0.012923507997093851,0.0275474970163975,0.0007221287214465288,0.0003937058492836314,0.0011931889186339723,0.0036574358158224427,0.013416700740216983,0.028117910113276426,0.0007219988413659822,0.00039377034269005086,0.0011930703037114738,0.00365773378163167,0.013416700740216983,0.028117910113276426
22,LC08_169077_20190803,0.0,0.0014317215279469827,0.0005210904227377547,0.0024088149815865317,0.005350835445638989,0.016138545484507757,0.02882442516686323,0.0005363761650800436,0.0005363761650800436,0.0014138771763127112,0.00338305779916504,0.012168279111886563,0.02487697780424086,0.001430072204800465,0.0005145754066097914,0.002413636086239445,0.0053550834003284345,0.016122103386644673,0.029751721599734004,0.0005044356933719207,0.0005044356933719207,0.0014032532911053804,0.0033772558969790206,0.01611938754501085,0.03466179774506279,0.00048728880549288957,0.00048728880549288957,0.001404841732508148,0.0033780177297047425,0.017085579397049706,0.03661731579282165,0.00048710769706477593,0.00048710769706477593,0.0014043314578402605,0.003377043701423645,0.017084620093905798,0.03661731579282165
23,LC08_169077_20190819,0.0,0.0014296003776938975,0.0006563821016095764,0.0024013028919060084,0.005339994991830322,0.016110183643780748,0.029725582802108394,0.0006232470736158345,0.0006232470736158345,0.0014245778667927931,0.003364241711131944,0.012176616417000422,0.026888231456341484,0.0014256593243193747,0.0006632429354366886,0.0024008399767385326,0.006320086356134051,0.016110799286295885,0.0297375867555727,0.000921848988134535,0.000921848988134535,0.000921848988134535,0.0027207294268084613,0.014637748433587405,0.032120681528347315,0.0009236600766257492,0.0009236600766257492,0.0009236600766257492,0.002725049470182361,0.014649969533702602,0.032213552744843096,0.0009236931122068141,0.0009236931122068141,0.0009236931122068141,0.0027247641937738327,0.014648264655379366,0.032213552744843096
24,LC08_169078_20190803,0.0,0.0006838463487156852,0.0006838463487156852,0.0006838463487156852,0.0027383141427864883,0.008683461158197868,0.02637050466917744,0.0006059766206440427,0.0006059766206440427,0.0006059766206440427,0.002751052084945214,0.00872334288314624,0.024470727184478205,0.0006968324266402747,0.0006968324266402747,0.0006968324266402747,0.002738967484735682,0.008681871411161165,0.026338169676538212,0.0005893416493245831,0.0005893416493245831,0.0005893416493245831,0.002773885929501717,0.01265754071053646,0.028200435791586452,0.0005785995873774815,0.0005785995873774815,0.0005785995873774815,0.0027680602394244314,0.012664624651309306,0.02824011958789964,0.0005783963873324376,0.0005783963873324376,0.0005783963873324376,0.0027670601684284817,0.012667434147168933,0.02824011958789964
