step	model_saving_score
0	0.15590656566046548
1	0.269225831660841
2	0.5553414762616151
3	0.5782714737361097
4	0.5334063098713466
5	0.6339527372513445
6	0.4370524722377463
7	0.5547755958604719
8	0.5428098667523137
9	0.3070229669711386
10	0.5475755556937796
11	0.49840139246998355
12	0.5713025615976834
13	0.5705704093318538
14	0.493409223257747
