temporal_variance_p25,temporal_variance_p5,temporal_variance_p50,temporal_variance_p75,temporal_variance_p95,scenes,label
2.98290894537711e-05,2.98290894537711e-05,0.0004258880512096,0.0010336580056859,0.0027443667373234,"['1_LC08_168076_20190422', '1_LC08_168076_20190406', '1_LC08_168076_20190321', '1_LC08_168076_20190305', '2_LC08_168076_20190508']",0
4.257962192501843e-05,4.257962192501843e-05,4.257962192501843e-05,0.0001698815441207,0.0011608747780965,"['1_LC08_173082_20190730', '1_LC08_173082_20190714', '1_LC08_173082_20190628', '1_LC08_173082_20190612', '2_LC08_173082_20190815']",0
0.0003074964799076,5.948916831945978e-05,0.0005490624069806,0.0007898769161377,0.0012781396066202,"['1_LC08_171081_20190716', '1_LC08_171081_20190630', '1_LC08_171081_20190614', '1_LC08_171081_20190529', '2_LC08_171081_20190801']",0
2.074829535298793e-05,2.074829535298793e-05,0.0001792095599749,0.0006707190003451,0.002137286492922,"['1_LC08_168076_20190305', '1_LC08_168076_20190217', '1_LC08_168076_20190201', '1_LC08_168076_20190116', '2_LC08_168076_20190321']",0
5.346177691380228e-05,5.346177691380228e-05,0.0001726040041683,0.0006687108976775,0.0025005089946972,"['1_LC08_167079_20190415', '1_LC08_167079_20190330', '1_LC08_167079_20190314', '1_LC08_167079_20190226', '2_LC08_167079_20190501']",0
0.000362916118592,0.0001192148292968,0.0008493019685232,0.0018282834001264,0.0069618221774218,"['1_LC08_170078_20190404', '1_LC08_170078_20190319', '1_LC08_170078_20190303', '1_LC08_170078_20190130', '2_LC08_170078_20190420']",1
8.407110747802377e-05,8.407110747802377e-05,8.407110747802377e-05,0.0003487139740324,0.0015849309654257,"['1_LC08_174081_20190331', '1_LC08_174081_20190315', '1_LC08_174081_20190227', '1_LC08_174081_20190211', '2_LC08_174081_20190416']",0
2.420127426590856e-05,2.420127426590856e-05,2.420127426590856e-05,2.420127426590856e-05,0.0006682564983298,"['1_LC08_176080_20190108', '1_LC08_176080_20181223', '1_LC08_176080_20181207', '1_LC08_176080_20181121', '2_LC08_176080_20190124']",0
1.2322353760708297e-05,1.2322353760708297e-05,1.2322353760708297e-05,4.293193763201572e-05,0.0001357113010875,"['1_LC08_174081_20190603', '1_LC08_174081_20190518', '1_LC08_174081_20190502', '1_LC08_174081_20190416', '2_LC08_174081_20190619']",0
0.0003598937810752,9.12929847380156e-05,0.0008501953321969,0.0018232868009278,0.0059800754454736,"['1_LC08_170079_20190404', '1_LC08_170079_20190319', '1_LC08_170079_20190303', '1_LC08_170079_20190130', '2_LC08_170079_20190420']",1
5.573025066834205e-05,5.573025066834205e-05,0.0001767151037319,0.0004243588172092,0.0010339028813181,"['1_LC08_174077_20190518', '1_LC08_174077_20190502', '1_LC08_174077_20190416', '1_LC08_174077_20190331', '2_LC08_174077_20190603']",0
0.0001826653497355,2.8475710522221928e-05,0.0005463828649819,0.0011589355556271,0.0027389455522247,"['1_LC08_169077_20190328', '1_LC08_169077_20190224', '1_LC08_169077_20190208', '1_LC08_169077_20190123', '2_LC08_169077_20190413']",1
0.0001032467578496,0.0001032467578496,0.0001032467578496,0.0003520119568037,0.0015791723404506,"['1_LC08_173080_20190324', '1_LC08_173080_20190308', '1_LC08_173080_20190220', '1_LC08_173080_20190204', '2_LC08_173080_20190409']",0
3.8267696137615615e-05,2.4953389476023305e-05,5.293453091137354e-05,8.342188157968513e-05,0.0002360125250709,"['1_LC08_175077_20190626', '1_LC08_175077_20190610', '1_LC08_175077_20190525', '1_LC08_175077_20190509', '2_LC08_175077_20190712']",0
0.0001030616854627,0.0001030616854627,0.0001030616854627,0.0012048923215263,0.0095087606215199,"['1_LC08_173084_20190714', '1_LC08_173084_20190628', '1_LC08_173084_20190612', '1_LC08_173084_20190511', '2_LC08_173084_20190730']",0
0.0001051629538672,0.0001051629538672,0.000362748082888,0.0008453795696346,0.0015747577738892,"['1_LC08_173077_20190511', '1_LC08_173077_20190425', '1_LC08_173077_20190409', '1_LC08_173077_20190324', '2_LC08_173077_20190527']",0
0.0002141349643064,0.0002141349643064,0.0002141349643064,0.0002141349643064,0.0033750372965884,"['1_LC08_167081_20190805', '1_LC08_167081_20190704', '1_LC08_167081_20190618', '1_LC08_167081_20190602', '2_LC08_167081_20190821']",0
6.699405349290295e-05,6.699405349290295e-05,6.699405349290295e-05,0.0003478862093692,0.002066671434908,"['1_LC08_172084_20190213', '1_LC08_172084_20190128', '1_LC08_172084_20190112', '1_LC08_172084_20181211', '2_LC08_172084_20190301']",0
6.704503791640117e-05,6.704503791640117e-05,6.704503791640117e-05,0.0003466516915542,0.001336186611328,"['1_LC08_171083_20181220', '1_LC08_171083_20181204', '1_LC08_171083_20181118', '1_LC08_171083_20181102', '2_LC08_171083_20190105']",1
0.0007939044173736,0.0001837798563941,0.0014028627734138,0.0022565222376003,0.0045773887437147,"['1_LC08_169078_20190515', '1_LC08_169078_20190429', '1_LC08_169078_20190413', '1_LC08_169078_20190328', '2_LC08_169078_20190531']",1
8.359719597380487e-05,8.359719597380487e-05,8.359719597380487e-05,0.000346168155327,0.0010932646412342,"['1_LC08_175078_20190407', '1_LC08_175078_20190322', '1_LC08_175078_20190306', '1_LC08_175078_20190218', '2_LC08_175078_20190423']",0
0.0006097667345277,0.0001351289433169,0.0010931561560232,0.001825901611406,0.0045171086569809,"['1_LC08_168078_20190727', '1_LC08_168078_20190711', '1_LC08_168078_20190625', '1_LC08_168078_20190609', '2_LC08_168078_20190812']",1
4.540209136505129e-06,4.540209136505129e-06,4.540209136505129e-06,4.540209136505129e-06,0.0007875944737853,"['1_LC08_160093_20190313', '1_LC08_160093_20190209', '1_LC08_160093_20181207', '1_LC08_160093_20181121', '2_LC08_160093_20190329']",0
0.0015237669182384,0.0005500017774318,0.0027468755346368,0.0044564889865236,0.0082364479080204,"['1_LC08_169077_20191123', '1_LC08_169077_20191107', '1_LC08_169077_20191022', '1_LC08_169077_20191006', '2_LC08_169077_20191225']",0
8.956219859612504e-05,3.3905763113983464e-05,0.0001509517732604,0.0003339623418347,0.0007615894335614,"['1_LC08_174077_20190619', '1_LC08_174077_20190603', '1_LC08_174077_20190518', '1_LC08_174077_20190502', '2_LC08_174077_20190705']",0
0.0001799838422754,8.089981636924683e-05,0.0002995883535715,0.0004225867891434,0.0012801576657789,"['1_LC08_170082_20190810', '1_LC08_170082_20190725', '1_LC08_170082_20190709', '1_LC08_170082_20190623', '2_LC08_170082_20190826']",1
4.537884365309207e-05,2.000368635986167e-05,7.519386353732597e-05,0.000105662959629,0.0001966813914891,"['1_LC08_175079_20190712', '1_LC08_175079_20190626', '1_LC08_175079_20190610', '1_LC08_175079_20190525', '2_LC08_175079_20190728']",0
0.0003039795539048,6.100178832713311e-05,0.0006704204908719,0.0012805892871812,0.0031176092530682,"['1_LC08_173077_20190220', '1_LC08_173077_20190204', '1_LC08_173077_20190119', '1_LC08_173077_20190103', '2_LC08_173077_20190308']",0
1.14455160227887e-05,1.14455160227887e-05,4.5617234419450553e-05,0.0001056340699751,0.0005644665758109,"['1_LC08_177079_20190710', '1_LC08_177079_20190624', '1_LC08_177079_20190608', '1_LC08_177079_20190523', '2_LC08_177079_20190726']",0
4.768732639354504e-05,4.768732639354504e-05,0.0001771311762233,0.0003004722689445,0.0011568605800863,"['1_LC08_171082_20190513', '1_LC08_171082_20190427', '1_LC08_171082_20190411', '1_LC08_171082_20190326', '2_LC08_171082_20190529']",0
5.303564671230999e-05,5.303564671230999e-05,0.0001749427488706,0.0004236812545174,0.001521736723885,"['1_LC08_169080_20191006', '1_LC08_169080_20190920', '1_LC08_169080_20190904', '1_LC08_169080_20190819', '2_LC08_169080_20191022']",1
5.413607168405448e-05,5.413607168405448e-05,5.413607168405448e-05,0.0002987332444087,0.0012803221258735,"['1_LC08_170078_20191013', '1_LC08_170078_20190927', '1_LC08_170078_20190911', '1_LC08_170078_20190826', '2_LC08_170078_20191029']",1
7.71873651190819e-05,7.71873651190819e-05,7.71873651190819e-05,0.0017025333618402,0.0046265691180654,"['1_LC08_169083_20190328', '1_LC08_169083_20190312', '1_LC08_169083_20190224', '1_LC08_169083_20190208', '2_LC08_169083_20190413']",0
0.0007944647043652,0.0003091538498748,0.0012791476642066,0.0020117236417591,0.0034757294462203,"['1_LC08_170075_20190420', '1_LC08_170075_20190404', '1_LC08_170075_20190319', '1_LC08_170075_20190303', '2_LC08_170075_20190506']",0
0.0001645231370124,0.0001645231370124,0.0001645231370124,0.0001645231370124,0.0063043837709174,"['1_LC08_172084_20190808', '1_LC08_172084_20190723', '1_LC08_172084_20190707', '1_LC08_172084_20190621', '2_LC08_172084_20190824']",0
0.0006118064481084,0.0001461084993827,0.0010935969885185,0.0015785396835668,0.003537973908862,"['1_LC08_172080_20190402', '1_LC08_172080_20190317', '1_LC08_172080_20190301', '1_LC08_172080_20190213', '2_LC08_172080_20190418']",1
0.0001282467867259,0.0001282467867259,0.0001282467867259,0.0012030250058494,0.0075399891813504,"['1_LC08_167080_20190501', '1_LC08_167080_20190415', '1_LC08_167080_20190330', '1_LC08_167080_20190314', '2_LC08_167080_20190517']",0
5.7198166027044445e-05,3.444508931866489e-05,9.537697849905568e-05,0.0001563024327418,0.0003168364902906,"['1_LC08_174078_20190806', '1_LC08_174078_20190721', '1_LC08_174078_20190705', '1_LC08_174078_20190619', '2_LC08_174078_20190822']",0
0.0001161366590523,0.0001161366590523,0.0003616348392712,0.0008460458398965,0.0020659949614341,"['1_LC08_176077_20190313', '1_LC08_176077_20190225', '1_LC08_176077_20190209', '1_LC08_176077_20190124', '2_LC08_176077_20190329']",0
5.817027226563863e-05,5.817027226563863e-05,5.817027226563863e-05,0.0001687136815008,0.0009125889055688,"['1_LC08_176081_20190209', '1_LC08_176081_20190124', '1_LC08_176081_20190108', '1_LC08_176081_20181223', '2_LC08_176081_20190225']",0
9.986573392850894e-05,9.986573392850894e-05,9.986573392850894e-05,9.986573392850894e-05,0.0013646389458325,"['1_LC08_160093_20190329', '1_LC08_160093_20190313', '1_LC08_160093_20190209', '1_LC08_160093_20181207', '2_LC08_160093_20190516']",0
0.0015883308382144,0.0003729903592182,0.0030491544571142,0.0062240794042137,0.0150024671555878,"['1_LC08_169078_20190208', '1_LC08_169078_20190123', '1_LC08_169078_20181222', '1_LC08_169078_20181206', '2_LC08_169078_20190224']",0
6.219903738010317e-05,6.219903738010317e-05,0.0001790594998888,0.0004230021667877,0.0011555995497796,"['1_LC08_171078_20190801', '1_LC08_171078_20190716', '1_LC08_171078_20190630', '1_LC08_171078_20190614', '2_LC08_171078_20190817']",1
7.231591438675601e-05,7.231591438675601e-05,7.231591438675601e-05,7.231591438675601e-05,0.0008413789193521,"['1_LC08_175082_20190407', '1_LC08_175082_20190322', '1_LC08_175082_20190306', '1_LC08_175082_20190218', '2_LC08_175082_20190423']",0
4.952359895773207e-05,4.952359895773207e-05,0.0003023006107788,0.0007911550119482,0.0023815095983146,"['1_LC08_171083_20190513', '1_LC08_171083_20190427', '1_LC08_171083_20190411', '1_LC08_171083_20190326', '2_LC08_171083_20190529']",0
0.000159412782312,0.000159412782312,0.000159412782312,0.000159412782312,0.000159412782312,"['1_LC08_172083_20190520', '1_LC08_172083_20190504', '1_LC08_172083_20190418', '1_LC08_172083_20190402', '2_LC08_172083_20190605']",0
0.0005485504585384,5.094452921554539e-05,0.001526858703933,0.0032333986165982,0.0065276452955627,"['1_LC08_171077_20181220', '1_LC08_171077_20181204', '1_LC08_171077_20181118', '1_LC08_171077_20181102', '2_LC08_171077_20190105']",0
5.2499874563479247e-05,5.2499874563479247e-05,5.2499874563479247e-05,0.0003494201468375,0.0018287356138727,"['1_LC08_170084_20190114', '1_LC08_170084_20181229', '1_LC08_170084_20181213', '1_LC08_170084_20181111', '2_LC08_170084_20190130']",0
2.536077965042981e-05,2.536077965042981e-05,2.536077965042981e-05,2.536077965042981e-05,0.0002979099142449,"['1_LC08_176080_20190516', '1_LC08_176080_20190430', '1_LC08_176080_20190414', '1_LC08_176080_20190329', '2_LC08_176080_20190601']",0
0.0008520324186766,0.0003791026319858,0.0015827714602167,0.0030529009003944,0.0101369953639037,"['1_LC08_172079_20190317', '1_LC08_172079_20190301', '1_LC08_172079_20190213', '1_LC08_172079_20190128', '2_LC08_172079_20190402']",0
0.0003039843323885,5.734515026523804e-05,0.0005480566672872,0.0011580455419006,0.0038461134836928,"['1_LC08_171078_20190411', '1_LC08_171078_20190326', '1_LC08_171078_20190310', '1_LC08_171078_20190222', '2_LC08_171078_20190427']",1
9.890106301728302e-05,9.890106301728302e-05,9.890106301728302e-05,0.0003370772816137,0.001337275154366,"['1_LC08_172081_20190621', '1_LC08_172081_20190605', '1_LC08_172081_20190520', '1_LC08_172081_20190504', '2_LC08_172081_20190707']",1
5.861876714977467e-05,5.861876714977467e-05,5.861876714977467e-05,5.861876714977467e-05,0.0016817592367695,"['1_LC08_168082_20190508', '1_LC08_168082_20190305', '1_LC08_168082_20190217', '1_LC08_168082_20181231', '2_LC08_168082_20190524']",0
4.927837811284421e-05,4.927837811284421e-05,4.927837811284421e-05,0.0006020186927455,0.0020724029395091,"['1_LC08_175084_20190423', '1_LC08_175084_20190407', '1_LC08_175084_20190322', '1_LC08_175084_20190306', '2_LC08_175084_20190509']",1
0.0009150899010177,0.000306899610527,0.0017694514696146,0.0032332128805572,0.0064094974445842,"['1_LC08_170075_20181213', '1_LC08_170075_20181127', '1_LC08_170075_20181111', '1_LC08_170075_20181026', '2_LC08_170075_20190114']",0
6.51960837911673e-05,6.51960837911673e-05,6.51960837911673e-05,6.51960837911673e-05,0.0021791203559141,"['1_LC08_172084_20190418', '1_LC08_172084_20190402', '1_LC08_172084_20190317', '1_LC08_172084_20190301', '2_LC08_172084_20190504']",0
8.504482231251213e-05,8.504482231251213e-05,8.504482231251213e-05,8.504482231251213e-05,0.00169034039368,"['1_LC08_171084_20190206', '1_LC08_171084_20190121', '1_LC08_171084_20190105', '1_LC08_171084_20181220', '2_LC08_171084_20190222']",1
6.321637229356207e-05,6.321637229356207e-05,6.321637229356207e-05,0.0003503449427864,0.0018256976034281,"['1_LC08_176080_20190124', '1_LC08_176080_20190108', '1_LC08_176080_20181223', '1_LC08_176080_20181207', '2_LC08_176080_20190209']",0
8.799572157861209e-05,8.799572157861209e-05,8.799572157861209e-05,8.799572157861209e-05,0.0016864051409284,"['1_LC08_176083_20190329', '1_LC08_176083_20190225', '1_LC08_176083_20190209', '1_LC08_176083_20190124', '2_LC08_176083_20190414']",0
6.0785716946398925e-05,6.0785716946398925e-05,6.0785716946398925e-05,6.0785716946398925e-05,0.0008405235097022,"['1_LC08_176083_20190209', '1_LC08_176083_20190124', '1_LC08_176083_20190108', '1_LC08_176083_20181223', '2_LC08_176083_20190225']",0
0.0001536594655993,0.0001536594655993,0.0001536594655993,0.0001536594655993,0.0033727219641893,"['1_LC08_176083_20190719', '1_LC08_176083_20190703', '1_LC08_176083_20190617', '1_LC08_176083_20190601', '2_LC08_176083_20190804']",0
4.259815594999333e-05,4.259815594999333e-05,4.259815594999333e-05,4.259815594999333e-05,0.0002957872239615,"['1_LC08_171077_20190918', '1_LC08_171077_20190902', '1_LC08_171077_20190817', '1_LC08_171077_20190801', '2_LC08_171077_20191004']",1
3.19921308994452e-05,3.19921308994452e-05,3.19921308994452e-05,0.000603615597454,0.0023105717175047,"['1_LC08_168081_20191015', '1_LC08_168081_20190929', '1_LC08_168081_20190913', '1_LC08_168081_20190812', '2_LC08_168081_20191116']",0
2.5593489484883816e-05,2.5593489484883816e-05,8.830561543303125e-05,0.0002733055126013,0.0007631084609015,"['1_LC08_170075_20191013', '1_LC08_170075_20190927', '1_LC08_170075_20190911', '1_LC08_170075_20190826', '2_LC08_170075_20191029']",0
0.000335966904103,1.6318104635270492e-05,0.0010064762888841,0.001984448740608,0.0042421484143375,"['1_LC08_171076_20190121', '1_LC08_171076_20190105', '1_LC08_171076_20181220', '1_LC08_171076_20181204', '2_LC08_171076_20190222']",0
3.532407748450688e-05,3.532407748450688e-05,8.89361536595837e-05,0.0001473581843484,0.0002721378974092,"['1_LC08_171075_20190918', '1_LC08_171075_20190902', '1_LC08_171075_20190817', '1_LC08_171075_20190801', '2_LC08_171075_20191004']",0
0.0001049787842879,0.0001049787842879,0.000360335211352,0.0010923268956158,0.0023113279846417,"['1_LC08_173078_20190409', '1_LC08_173078_20190324', '1_LC08_173078_20190308', '1_LC08_173078_20190220', '2_LC08_173078_20190425']",0
0.0004283801428416,0.0001930847494573,0.0006704326353629,0.0010346731882271,0.0018906805480418,"['1_LC08_170077_20190607', '1_LC08_170077_20190522', '1_LC08_170077_20190506', '1_LC08_170077_20190420', '2_LC08_170077_20190623']",1
5.261117527149647e-05,5.261117527149647e-05,0.0001812234594272,0.0004221144702125,0.0016443095858679,"['1_LC08_168079_20190929', '1_LC08_168079_20190913', '1_LC08_168079_20190828', '1_LC08_168079_20190812', '2_LC08_168079_20191015']",1
0.0003647742944018,6.279589354811126e-05,0.0013413938897314,0.0023173729867884,0.0050039981333672,"['1_LC08_168079_20190609', '1_LC08_168079_20190524', '1_LC08_168079_20190508', '1_LC08_168079_20190321', '2_LC08_168079_20190625']",1
0.0004254883136048,6.006021133810386e-05,0.0009125733765456,0.0018941462146425,0.0040874349493852,"['1_LC08_169081_20190312', '1_LC08_169081_20190224', '1_LC08_169081_20190208', '1_LC08_169081_20190123', '2_LC08_169081_20190328']",0
3.412707156883006e-05,3.412707156883006e-05,0.0001788347957558,0.0006681425424548,0.0021317467743461,"['1_LC08_170082_20190420', '1_LC08_170082_20190404', '1_LC08_170082_20190319', '1_LC08_170082_20190303', '2_LC08_170082_20190506']",0
0.0001522181450584,3.215854495975551e-05,0.0003345959545216,0.0005784636204486,0.0013721591613434,"['1_LC08_171082_20190529', '1_LC08_171082_20190513', '1_LC08_171082_20190427', '1_LC08_171082_20190411', '2_LC08_171082_20190614']",0
0.0015883817807394,0.0003683372871777,0.003538728703219,0.006470861732208,0.0145310695902344,"['1_LC08_170079_20190130', '1_LC08_170079_20190114', '1_LC08_170079_20181213', '1_LC08_170079_20181127', '2_LC08_170079_20190303']",0
0.0008543201758803,0.000372975688153,0.0013392612266098,0.0023125653087128,0.0059768720354133,"['1_LC08_171079_20190529', '1_LC08_171079_20190513', '1_LC08_171079_20190427', '1_LC08_171079_20190411', '2_LC08_171079_20190614']",1
1.0022480186332217e-05,1.0022480186332217e-05,1.0022480186332217e-05,1.0022480186332217e-05,0.0005461984393878,"['1_LC08_178080_20190327', '1_LC08_178080_20190311', '1_LC08_178080_20190223', '1_LC08_178080_20190207', '2_LC08_178080_20190412']",0
0.0001836277458908,6.892997856389185e-05,0.0004240923569982,0.0006688080818724,0.0015200115372758,"['1_LC08_170081_20190709', '1_LC08_170081_20190623', '1_LC08_170081_20190607', '1_LC08_170081_20190522', '2_LC08_170081_20190725']",1
0.002074861131728,0.0006164404776289,0.0037837007390662,0.0069520979207761,0.0159905325727952,"['1_LC08_170078_20190130', '1_LC08_170078_20190114', '1_LC08_170078_20181213', '1_LC08_170078_20181127', '2_LC08_170078_20190303']",0
0.0002750247079134,9.34199231737232e-05,0.0004573197061975,0.0008226245820464,0.0016186792615317,"['1_LC08_168076_20190913', '1_LC08_168076_20190828', '1_LC08_168076_20190812', '1_LC08_168076_20190727', '2_LC08_168076_20190929']",0
